Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,6,2,3,6,3,1,3,10,220,17.09090909090909
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,7,No,17,3,1,0,5,0,3,3,2,0,2,8,176,19.982954545454547
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2,No,13,3,3,0,6,0,2,4,2,1,2,8,176,14.659090909090908
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,3,Yes,14,3,2,0,10,3,1,4,2,0,3,10,220,9.845454545454546
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,9,No,11,3,3,0,8,2,3,5,2,1,4,8,176,33.34659090909091
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,4,No,12,3,3,2,9,6,3,3,2,0,2,8,176,45.5
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,1,No,17,3,3,2,7,6,3,7,7,0,7,8,176,29.579545454545453
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,4,No,21,4,3,0,7,3,3,5,4,1,0,8,176,30.085227272727273
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,3,No,16,3,2,2,27,2,3,4,2,1,2,8,176,93.25568181818181
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,5,No,15,3,3,3,19,3,3,14,11,1,11,8,176,75.39204545454545
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,1,No,19,3,1,0,2,3,3,2,2,2,2,8,176,15.8125
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,1,No,12,3,3,1,11,2,3,11,8,7,9,8,176,30.869318181818183
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2,No,11,3,3,0,15,4,3,4,3,1,3,8,176,11.4375
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,2,Yes,19,3,2,1,30,3,3,15,11,2,12,10,220,63.481818181818184
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,0,No,15,3,3,0,4,6,3,3,2,1,2,8,176,24.852272727272727
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6,No,20,4,1,1,13,3,3,5,4,0,4,8,176,38.875
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,3,No,25,4,3,1,36,6,3,10,8,4,7,8,176,99.01136363636364
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,1,No,24,4,1,1,14,3,3,14,10,6,11,8,176,100.01704545454545
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,3,Yes,24,4,1,0,13,2,4,11,9,6,7,10,220,20.822727272727274
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,7,No,15,3,4,2,19,4,4,13,11,2,9,8,176,26.90340909090909
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,1,Yes,13,3,2,1,10,3,2,10,0,0,9,10,220,19.03181818181818
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,5,3,6,2,0,4,8,176,31.27840909090909
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,0,No,13,3,3,2,10,4,2,9,5,1,6,8,176,31.079545454545453
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,1,No,11,3,1,2,10,2,3,10,0,0,2,8,176,31.113636363636363
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,4,Yes,16,3,2,1,17,2,2,2,2,2,2,10,220,11.75909090909091
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,1,No,22,4,2,0,4,3,3,4,3,3,3,8,176,13.863636363636363
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,6,No,14,3,3,3,29,2,3,3,2,1,2,8,176,90.75
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,4,No,14,3,1,0,23,2,3,8,7,0,0,8,176,87.38068181818181
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,3,Yes,16,3,4,0,21,2,3,2,0,0,2,10,220,32.19090909090909
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,1,No,11,3,1,0,2,3,3,2,2,0,2,8,176,15.5
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,1,Yes,25,4,3,1,7,2,3,6,5,1,2,10,220,24.4
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,6,No,14,3,2,2,10,2,2,3,2,0,2,8,176,30.380681818181817
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,4,Yes,18,3,1,3,8,2,3,2,2,2,2,10,220,14.522727272727273
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,1,Yes,11,3,1,0,5,2,3,5,4,1,2,10,220,18.131818181818183
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,7,No,19,3,4,1,7,5,2,0,0,0,0,8,176,18.78409090909091
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3,No,15,3,3,0,11,2,3,4,3,1,2,8,176,39.80113636363637
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2,Yes,11,3,3,2,19,3,3,9,7,7,7,10,220,12.068181818181818
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1,No,12,3,1,0,1,2,3,1,0,0,0,8,176,7.9147727272727275
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,1,No,20,4,3,0,7,5,3,7,7,5,7,8,176,14.602272727272727
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,5,No,12,3,4,1,8,1,3,4,2,1,2,8,176,20.09659090909091
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,1,No,14,3,3,1,15,3,4,15,10,4,13,8,176,22.647727272727273
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,3,No,20,4,3,1,19,2,4,1,0,0,0,8,176,61.83522727272727
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,1,No,18,3,4,3,14,6,3,14,11,2,13,8,176,11.522727272727273
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,2,2,6,3,1,3,8,176,54.11931818181818
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,1,No,12,3,2,0,10,3,3,10,9,8,7,8,176,16.642045454545453
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,1,Yes,21,4,2,1,3,2,3,3,2,0,2,10,220,10.340909090909092
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,1,Yes,19,3,2,1,9,2,3,8,7,6,7,10,220,35.81363636363636
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,0,Yes,14,3,3,0,6,2,4,5,4,1,4,10,220,22.40909090909091
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,1,Yes,17,3,1,1,10,3,3,10,9,8,8,10,220,35.66818181818182
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,1,No,16,3,4,1,5,1,3,5,3,0,4,8,176,25.005681818181817
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,1,No,12,3,2,0,10,3,3,10,8,8,7,8,176,52.50568181818182
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,9,No,17,3,3,1,9,2,3,5,3,1,2,8,176,16.897727272727273
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,3,No,15,3,3,0,17,2,2,13,7,6,7,8,176,25.579545454545453
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3,No,23,4,4,1,25,3,2,23,15,14,4,8,176,61.06818181818182
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1,No,11,3,3,1,1,2,3,1,0,0,0,8,176,8.835227272727273
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,7,No,11,3,3,0,25,3,1,23,5,14,10,8,176,73.5
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,1,No,15,3,3,3,3,3,4,3,2,0,2,8,176,13.096590909090908
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,1,No,11,3,3,0,21,2,3,21,6,8,6,8,176,94.9090909090909
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,6,No,13,3,1,1,10,3,2,5,2,1,3,8,176,19.505681818181817
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,1,No,14,3,4,1,6,2,4,5,2,0,3,8,176,19.755681818181817
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6,No,19,3,2,1,10,4,3,3,2,1,2,8,176,36.53409090909091
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,2,Yes,16,3,2,1,18,3,3,1,0,0,0,10,220,29.618181818181817
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,1,No,13,3,2,3,6,2,4,6,2,1,2,8,176,22.198863636363637
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,6,No,14,3,4,0,19,3,3,10,7,0,9,8,176,31.602272727272727
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,2,No,16,3,2,1,17,3,3,7,7,0,7,8,176,39.10795454545455
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,1,No,12,3,2,1,10,2,2,10,0,0,8,8,176,16.261363636363637
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,7,No,11,3,4,1,4,3,1,1,0,0,0,8,176,28.28409090909091
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,4,Yes,12,3,2,1,13,5,2,10,6,0,3,10,220,47.127272727272725
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,5,Yes,13,3,2,3,16,3,3,2,2,2,2,10,220,27.881818181818183
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6,No,15,3,2,0,10,2,3,0,0,0,0,8,176,38.26704545454545
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,1,No,13,3,3,0,3,3,1,3,2,1,2,8,176,18.72159090909091
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,2,No,20,4,4,0,9,3,2,5,4,1,4,8,176,29.761363636363637
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,1,Yes,15,3,4,1,9,2,3,9,8,5,8,10,220,29.418181818181818
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3,No,13,3,3,1,10,2,1,4,3,0,2,8,176,54.60227272727273
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,1,No,14,3,2,0,21,3,2,21,8,12,8,8,176,112.6875
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,4,No,21,4,3,2,9,2,4,5,0,0,3,8,176,55.43181818181818
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,0,No,16,3,4,0,10,2,3,9,7,0,7,8,176,28.227272727272727
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,0,No,14,3,4,1,3,2,3,2,2,2,1,8,176,12.1875
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,6,No,11,3,3,1,6,0,2,4,2,1,2,8,176,12.386363636363637
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,1,No,19,3,3,1,6,3,3,5,2,0,2,8,176,47.42045454545455
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,1,No,11,3,3,0,6,5,2,6,2,1,4,8,176,19.573863636363637
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,1,No,13,3,3,0,2,3,3,2,2,2,2,8,176,15.681818181818182
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,8,Yes,12,3,4,0,10,5,4,3,2,0,2,10,220,28.60909090909091
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,2,No,11,3,1,1,12,2,3,7,7,1,7,8,176,40.56818181818182
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,0,Yes,14,3,1,3,6,3,3,5,0,1,2,10,220,13.327272727272728
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,8,No,15,3,4,0,13,2,2,11,7,1,7,8,176,29.244318181818183
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,3,No,12,3,3,0,8,1,4,5,1,0,4,8,176,25.607954545454547
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,2,Yes,20,4,3,0,11,2,2,0,0,0,0,10,220,38.92727272727273
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,4,No,14,3,2,1,9,4,2,6,1,0,5,8,176,14.022727272727273
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,2,No,13,3,1,3,10,2,3,1,0,0,0,8,176,46.36931818181818
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,1,No,13,3,3,1,1,2,3,1,0,0,0,8,176,11.982954545454545
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,3,No,16,3,3,1,10,3,3,7,0,1,7,8,176,30.079545454545453
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2,No,14,3,2,0,12,3,3,7,7,0,7,8,176,15.443181818181818
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,3,Yes,16,3,3,1,15,2,3,1,0,1,0,10,220,26.413636363636364
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,9,Yes,16,3,4,1,6,4,3,1,0,0,0,10,220,11.077272727272728
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8,No,22,4,2,3,7,6,2,5,3,0,4,8,176,15.715909090909092
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,8,No,12,3,2,3,34,2,3,1,0,0,0,8,176,108.17045454545455
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,5,No,15,3,4,2,11,2,2,9,8,1,7,8,176,17.357954545454547
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,1,No,20,4,2,2,5,2,3,5,3,0,4,8,176,13.005681818181818
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,1,Yes,14,3,3,1,15,3,3,15,14,0,7,10,220,18.186363636363637
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,4,Yes,20,4,4,3,27,2,2,3,2,0,2,10,220,58.93181818181818
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,0,No,13,3,2,0,10,5,3,9,7,1,8,8,176,20.107954545454547
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,5,No,12,3,1,0,6,3,3,2,2,2,2,8,176,34.25568181818182
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,1,No,13,3,2,0,1,3,3,1,0,1,0,8,176,15.221590909090908
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,1,No,11,3,2,1,5,3,3,5,4,0,4,8,176,21.03409090909091
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,1,Yes,17,3,3,0,1,6,3,1,0,0,0,10,220,10.9
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,1,No,14,3,1,2,13,3,3,12,7,5,7,8,176,31.068181818181817
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,2,No,11,3,4,0,15,2,3,2,2,2,2,8,176,74.52272727272727
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,1,No,14,3,1,2,5,2,3,5,2,0,3,8,176,23.801136363636363
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,7,Yes,17,3,3,1,24,3,3,2,1,2,2,10,220,87.85454545454546
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,7,Yes,13,3,4,1,15,1,3,12,8,5,7,10,220,37.82272727272727
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,1,Yes,12,3,3,3,6,2,2,5,3,2,3,10,220,10.645454545454545
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,2,No,13,3,3,0,19,4,2,10,0,4,7,8,176,23.130681818181817
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,1,Yes,18,3,4,0,10,2,3,10,7,7,7,10,220,26.422727272727272
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,6,No,19,3,2,1,14,1,3,10,8,7,6,8,176,17.857954545454547
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,1,No,11,3,3,1,5,6,4,5,3,0,3,8,176,11.613636363636363
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,7,No,21,4,3,0,9,3,3,4,3,2,2,8,176,76.5
46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,8,No,15,3,3,0,6,3,3,2,2,2,2,8,176,45.40340909090909
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,4,No,17,3,4,1,7,5,2,4,3,0,2,8,176,19.1875
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5,No,18,3,3,2,10,2,2,0,0,0,0,8,176,31.46590909090909
35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,2,No,14,3,3,1,15,6,3,7,7,1,7,8,176,32.73863636363637
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,5,No,13,3,4,3,13,3,3,11,10,3,8,8,176,14.727272727272727
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,4,No,17,3,3,1,11,3,2,7,1,0,7,8,176,30.375
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,1,No,15,3,2,0,10,4,1,10,3,0,8,8,176,23.9375
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,2,No,18,3,4,1,7,6,3,2,1,2,2,8,176,23.448863636363637
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,4,No,13,3,3,0,7,2,2,3,2,1,2,8,176,13.852272727272727
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,3,No,12,3,1,0,11,3,1,3,2,1,2,8,176,39.03409090909091
41,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,0,Yes,13,3,4,1,23,3,4,22,14,13,5,10,220,47.486363636363635
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9,No,14,3,2,0,9,3,3,7,7,0,2,8,176,54.92613636363637
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,0,Yes,11,3,3,0,6,3,3,5,1,1,4,10,220,9.763636363636364
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,4,No,22,4,4,1,13,2,4,9,7,3,7,8,176,50.71590909090909
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,4,No,17,3,4,1,12,3,3,5,3,0,3,8,176,37.00568181818182
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,1,No,21,4,3,2,10,5,3,10,8,4,8,8,176,38.63068181818182
58,No,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,4,No,22,4,4,1,37,0,2,16,9,14,14,8,176,92.5625
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,0,No,16,3,2,1,6,2,4,5,4,0,3,8,176,15.369318181818182
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,8,Yes,12,3,3,1,28,4,3,22,11,14,10,10,220,46.96818181818182
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,2,No,12,3,2,1,15,3,3,7,4,7,7,8,176,25.272727272727273
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,4,No,15,3,2,1,14,2,2,7,1,1,7,8,176,38.94318181818182
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,2,No,14,3,4,2,9,3,3,3,2,2,2,8,176,54.75568181818182
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,1,No,25,4,3,1,3,3,3,3,2,1,2,8,176,20.40340909090909
38,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,2,Yes,20,4,1,2,20,4,2,4,2,0,3,10,220,24.568181818181817
26,No,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,1,No,13,3,1,0,5,4,3,5,3,1,2,8,176,26.613636363636363
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,2,Yes,14,3,2,0,23,3,3,2,2,2,2,10,220,71.75909090909092
18,No,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1,No,16,3,3,0,0,4,1,0,0,0,0,8,176,8.602272727272727
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,0,No,17,3,3,0,2,4,3,1,0,0,0,8,176,16.795454545454547
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,4,Yes,15,3,4,3,4,3,3,2,2,2,0,10,220,10.613636363636363
45,No,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,4,No,22,4,2,2,10,3,4,8,7,5,7,8,176,29.28409090909091
36,No,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,4,Yes,22,4,4,1,15,2,3,1,0,0,0,10,220,31.645454545454545
